UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,diff,Type_H,Type_L,Type_M
4124,M18983,302.1,310.6,1517,38.9,2,False,False,False,False,False,False,0,False,False,True
4125,L51304,302.1,310.6,1385,53.6,5,False,False,False,False,False,False,0,False,True,False
4126,L51305,302.1,310.6,1439,40.0,7,False,False,False,False,False,False,0,False,True,False
4127,M18986,302.0,310.6,1623,34.3,9,False,False,False,False,False,False,0,False,False,True
4128,H33541,302.0,310.6,1438,43.2,12,False,False,False,False,False,False,0,True,False,False
4129,L51308,301.9,310.4,1708,24.8,17,False,False,False,False,False,False,0,False,True,False
4130,M18989,301.8,310.3,1666,32.7,19,False,False,False,False,False,False,0,False,False,True
4132,L51311,301.9,310.3,1485,46.3,24,False,False,False,False,False,False,0,False,True,False
4133,M18992,301.8,310.3,1409,52.5,26,False,False,False,False,False,False,0,False,False,True
4134,L51313,301.8,310.3,1765,27.3,29,False,False,False,False,False,False,0,False,True,False
4135,L51314,301.8,310.3,1688,28.8,31,False,False,False,False,False,False,0,False,True,False
4136,M18995,301.7,310.3,1787,26.7,33,False,False,False,False,False,False,0,False,False,True
4137,L51316,301.7,310.1,1487,48.0,36,False,False,False,False,False,False,0,False,True,False
4138,L51317,301.7,310.1,1384,50.5,38,False,False,False,False,False,False,0,False,True,False
4140,H33553,301.7,310.2,1620,30.8,42,False,False,False,False,False,False,0,True,False,False
4142,H33555,301.7,310.1,1462,38.3,49,False,False,False,False,False,False,0,True,False,False
4143,L51322,301.7,310.1,1424,50.2,54,False,False,False,False,False,False,0,False,True,False
4144,L51323,301.7,310.1,1500,39.6,56,False,False,False,False,False,False,0,False,True,False
4145,L51324,301.8,310.1,1738,28.0,58,False,False,False,False,False,False,0,False,True,False
4146,M19005,301.8,310.3,1465,46.5,60,False,False,False,False,False,False,0,False,False,True
4147,L51326,301.8,310.3,1482,41.4,63,False,False,False,False,False,False,0,False,True,False
4148,L51327,301.9,310.3,1398,44.0,65,False,False,False,False,False,False,0,False,True,False
4149,L51328,301.9,310.3,1972,21.3,67,False,False,False,False,False,False,0,False,True,False
4150,L51329,301.9,310.4,1603,37.6,69,False,False,False,False,False,False,0,False,True,False
4151,L51330,301.9,310.4,1610,34.8,71,False,False,False,False,False,False,0,False,True,False
4153,M19012,302.0,310.5,1425,44.7,76,False,False,False,False,False,False,0,False,False,True
4155,M19014,302.0,310.4,1828,26.3,82,False,False,False,False,False,False,0,False,False,True
4157,M19016,302.0,310.5,1823,25.1,87,False,False,False,False,False,False,0,False,False,True
4159,L51338,301.9,310.4,1889,21.5,92,False,False,False,False,False,False,0,False,True,False
4160,M19019,302.0,310.5,1639,32.9,94,False,False,False,False,False,False,0,False,False,True
4161,M19020,302.0,310.4,1608,33.1,97,False,False,False,False,False,False,0,False,False,True
4162,H33575,301.9,310.3,1653,32.4,100,False,False,False,False,False,False,0,True,False,False
4163,L51342,302.0,310.4,1591,29.8,105,False,False,False,False,False,False,0,False,True,False
4164,L51343,302.1,310.5,1696,30.9,107,False,False,False,False,False,False,0,False,True,False
4166,M19025,302.2,310.5,1507,40.4,111,False,False,False,False,False,False,0,False,False,True
4167,H33580,302.3,310.6,1525,48.7,114,False,False,False,False,False,False,0,True,False,False
4168,M19027,302.3,310.7,1559,33.9,119,False,False,False,False,False,False,0,False,False,True
4169,L51348,302.2,310.6,1632,30.5,122,False,False,False,False,False,False,0,False,True,False
4170,L51349,302.1,310.5,1559,36.0,124,False,False,False,False,False,False,0,False,True,False
4172,M19031,302.2,310.5,1832,23.7,129,False,False,False,False,False,False,0,False,False,True
4173,L51352,302.2,310.6,1386,50.0,132,False,False,False,False,False,False,0,False,True,False
4175,L51354,302.3,310.7,1499,37.8,137,False,False,False,False,False,False,0,False,True,False
4176,L51355,302.3,310.7,1612,33.4,139,False,False,False,False,False,False,0,False,True,False
4177,M19036,302.3,310.7,1544,39.7,141,False,False,False,False,False,False,0,False,False,True
4178,L51357,302.5,310.9,1477,39.2,144,False,False,False,False,False,False,0,False,True,False
4179,L51358,302.5,310.9,1624,34.4,146,False,False,False,False,False,False,0,False,True,False
4181,L51360,302.4,310.8,1686,28.8,150,False,False,False,False,False,False,0,False,True,False
4182,M19041,302.4,310.7,1521,40.4,152,False,False,False,False,False,False,0,False,False,True
4184,L51363,302.3,310.7,1402,50.9,157,False,False,False,False,False,False,0,False,True,False
4187,M19046,302.2,310.6,1570,34.6,163,False,False,False,False,False,False,0,False,False,True
4188,M19047,302.2,310.7,1601,33.0,166,False,False,False,False,False,False,0,False,False,True
4189,M19048,302.3,310.8,1611,31.8,169,False,False,False,False,False,False,0,False,False,True
4190,L51369,302.4,310.9,1560,31.8,172,False,False,False,False,False,False,0,False,True,False
4191,H33604,302.4,310.9,1444,40.7,174,False,False,False,False,False,False,0,True,False,False
4192,L51371,302.4,311.0,1317,59.4,179,False,False,False,False,False,False,0,False,True,False
4193,M19052,302.5,311.0,1463,43.1,181,False,False,False,False,False,False,0,False,False,True
4194,L51373,302.4,311.1,1634,34.2,184,False,False,False,False,False,False,0,False,True,False
4195,L51374,302.4,311.0,1423,46.2,186,False,False,False,False,False,False,0,False,True,False
4196,L51375,302.5,311.0,1548,38.4,188,False,False,False,False,False,False,0,False,True,False
4197,M19056,302.5,311.0,1563,35.6,190,False,False,False,False,False,False,0,False,False,True
4198,L51377,302.4,311.0,1573,36.5,193,False,False,False,False,False,False,0,False,True,False
4199,M19058,302.4,311.1,1432,44.5,195,False,False,False,False,False,False,0,False,False,True
4200,M19059,302.5,311.1,1638,32.0,198,False,False,False,False,False,False,0,False,False,True
4201,L51380,302.5,311.1,1571,34.2,201,False,False,False,False,False,False,0,False,True,False
4202,L51381,302.4,311.0,2211,15.4,203,False,False,False,False,False,False,0,False,True,False
4203,L51382,302.4,311.0,1555,40.6,205,False,False,False,False,False,False,0,False,True,False
4204,M19063,302.3,310.9,1558,31.9,207,False,False,False,False,False,False,0,False,False,True
4205,M19064,302.3,310.9,1523,43.2,210,False,False,False,False,False,False,0,False,False,True
4206,L51385,302.3,310.8,1723,26.3,213,False,False,False,False,False,False,0,False,True,False
4207,M19066,302.3,310.8,1721,28.4,215,False,False,False,False,False,False,0,False,False,True
4209,M19068,302.3,310.9,1627,32.3,0,False,False,False,False,False,False,0,False,False,True
4210,M19069,302.2,310.8,1422,47.0,3,False,False,False,False,False,False,0,False,False,True
4211,L51390,302.1,310.8,1565,35.3,6,False,False,False,False,False,False,0,False,True,False
4213,M19072,302.0,310.6,1392,60.5,10,False,False,False,False,False,False,0,False,False,True
4214,L51393,302.1,310.7,1465,40.7,13,False,False,False,False,False,False,0,False,True,False
4215,L51394,301.9,310.6,1573,36.6,15,False,False,False,False,False,False,0,False,True,False
4216,M19075,302.0,310.7,2157,17.8,17,False,False,False,False,False,False,0,False,False,True
4217,L51396,301.9,310.7,1370,50.3,20,False,False,False,False,False,False,0,False,True,False
4218,L51397,301.9,310.6,1462,38.8,22,False,False,False,False,False,False,0,False,True,False
4219,M19078,302.0,310.6,1479,40.5,24,False,False,False,False,False,False,0,False,False,True
4220,L51399,301.9,310.7,1717,26.8,27,False,False,False,False,False,False,0,False,True,False
4221,M19080,301.9,310.6,1260,65.9,29,False,False,False,False,False,False,0,False,False,True
4222,L51401,301.9,310.6,1467,39.3,32,False,False,False,False,False,False,0,False,True,False
4223,M19082,302.0,310.6,1535,38.6,34,False,False,False,False,False,False,0,False,False,True
4224,L51403,302.0,310.7,1657,31.9,37,False,False,False,False,False,False,0,False,True,False
4225,L51404,302.0,310.7,1698,28.1,39,False,False,False,False,False,False,0,False,True,False
4227,L51406,302.1,310.8,1596,37.1,43,False,False,False,False,False,False,0,False,True,False
4228,L51407,302.2,310.8,1383,46.9,45,False,False,False,False,False,False,0,False,True,False
4229,L51408,302.2,310.8,2203,16.6,47,False,False,False,False,False,False,0,False,True,False
4230,M19089,302.2,310.8,1408,46.8,49,False,False,False,False,False,False,0,False,False,True
4231,L51410,302.2,310.8,1673,32.9,52,False,False,False,False,False,False,0,False,True,False
4232,L51411,302.2,310.8,1340,47.8,54,False,False,False,False,False,False,0,False,True,False
4233,L51412,302.2,310.9,1452,42.3,56,False,False,False,False,False,False,0,False,True,False
4234,M19093,302.2,310.9,1302,53.4,58,False,False,False,False,False,False,0,False,False,True
4235,H33648,302.2,310.9,1522,35.9,61,False,False,False,False,False,False,0,True,False,False
4236,L51415,302.2,310.8,1438,41.4,66,False,False,False,False,False,False,0,False,True,False
4237,L51416,302.2,310.9,1604,40.5,68,False,False,False,False,False,False,0,False,True,False
4238,L51417,302.2,311.0,1832,23.2,70,False,False,False,False,False,False,0,False,True,False
4239,M19098,302.3,311.0,1521,34.8,72,False,False,False,False,False,False,0,False,False,True
4240,L51419,302.3,311.0,1446,37.6,75,False,False,False,False,False,False,0,False,True,False
4241,L51420,302.4,311.1,1905,20.9,77,False,False,False,False,False,False,0,False,True,False
4242,L51421,302.4,311.0,1475,47.9,79,False,False,False,False,False,False,0,False,True,False
4243,L51422,302.4,311.0,1462,48.5,81,False,False,False,False,False,False,0,False,True,False
4244,M19103,302.4,310.9,1435,42.3,83,False,False,False,False,False,False,0,False,False,True
4245,L51424,302.4,310.9,1469,39.6,86,False,False,False,False,False,False,0,False,True,False
4246,M19105,302.6,311.1,1520,43.0,88,False,False,False,False,False,False,0,False,False,True
4247,L51426,302.6,311.0,1537,35.5,91,False,False,False,False,False,False,0,False,True,False
4249,L51428,302.6,311.0,1506,37.2,95,False,False,False,False,False,False,0,False,True,False
4251,L51430,302.6,311.0,1660,38.0,99,False,False,False,False,False,False,0,False,True,False
4253,H33666,302.6,311.0,1438,51.0,106,False,False,False,False,False,False,0,True,False,False
4256,M19115,302.5,311.0,1387,52.1,116,False,False,False,False,False,False,0,False,False,True
4257,M19116,302.6,311.0,1591,33.9,119,False,False,False,False,False,False,0,False,False,True
4258,M19117,302.6,311.0,1589,39.0,122,False,False,False,False,False,False,0,False,False,True
4260,L51439,302.7,311.2,1545,35.1,128,False,False,False,False,False,False,0,False,True,False
4261,H33674,302.7,311.1,1418,43.4,130,False,False,False,False,False,False,0,True,False,False
4262,L51441,302.7,311.1,1730,28.1,135,False,False,False,False,False,False,0,False,True,False
4263,L51442,302.6,311.0,2001,20.7,137,False,False,False,False,False,False,0,False,True,False
4264,L51443,302.6,311.0,1620,36.2,139,False,False,False,False,False,False,0,False,True,False
4265,M19124,302.6,311.0,1542,39.7,141,False,False,False,False,False,False,0,False,False,True
4266,L51445,302.6,311.0,1424,38.0,144,False,False,False,False,False,False,0,False,True,False
4267,L51446,302.7,311.1,1440,39.5,146,False,False,False,False,False,False,0,False,True,False
4268,L51447,302.6,311.0,1520,42.8,148,False,False,False,False,False,False,0,False,True,False
4269,L51448,302.7,311.0,1694,29.8,150,False,False,False,False,False,False,0,False,True,False
4270,L51449,302.6,311.0,1610,39.2,152,False,False,False,False,False,False,0,False,True,False
4272,L51451,302.6,310.8,1470,41.2,156,False,False,False,False,False,False,0,False,True,False
4273,L51452,302.5,310.8,1577,36.9,158,False,False,False,False,False,False,0,False,True,False
4274,L51453,302.6,310.8,1486,36.4,160,False,False,False,False,False,False,0,False,True,False
4275,L51454,302.4,310.6,1445,40.3,162,False,False,False,False,False,False,0,False,True,False
4276,M19135,302.4,310.5,1500,36.7,164,False,False,False,False,False,False,0,False,False,True
4277,M19136,302.2,310.4,1456,47.5,167,False,False,False,False,False,False,0,False,False,True
4278,L51457,302.2,310.4,1743,28.1,170,False,False,False,False,False,False,0,False,True,False
4279,L51458,302.0,310.1,1409,50.4,172,False,False,False,False,False,False,0,False,True,False
4281,L51460,302.1,310.1,1753,28.9,176,False,False,False,False,False,False,0,False,True,False
4282,L51461,302.0,310.0,1832,22.9,178,False,False,False,False,False,False,0,False,True,False
4285,L51464,301.8,310.0,1493,40.3,185,False,False,False,False,False,False,0,False,True,False
4287,M19146,301.7,309.9,1434,47.9,189,False,False,False,False,False,False,0,False,False,True
4288,M19147,301.7,309.9,1457,39.2,192,False,False,False,False,False,False,0,False,False,True
4289,M19148,301.7,310.0,1391,50.6,195,False,False,False,False,False,False,0,False,False,True
4290,M19149,301.8,310.0,1781,23.9,198,False,False,False,False,False,False,0,False,False,True
4291,L51470,301.8,310.0,1642,32.6,201,False,False,False,False,False,False,0,False,True,False
4292,L51471,301.8,310.0,2032,19.0,203,False,False,False,False,False,False,0,False,True,False
4294,L51473,301.8,310.0,1393,44.9,208,False,False,False,False,False,False,0,False,True,False
4295,M19154,301.7,310.1,1743,27.3,210,False,False,False,False,False,False,0,False,False,True
4296,L51475,301.8,310.2,1457,40.4,213,False,False,False,False,False,False,0,False,True,False
4298,M19157,301.8,310.2,1609,34.2,217,False,False,False,False,False,False,0,False,False,True
4299,M19158,301.8,310.2,1437,42.3,0,False,False,False,False,False,False,0,False,False,True
4300,L51479,301.7,310.1,1402,50.1,3,False,False,False,False,False,False,0,False,True,False
4301,M19160,301.7,310.1,1644,34.6,5,False,False,False,False,False,False,0,False,False,True
4302,L51481,301.7,310.2,1471,51.1,8,False,False,False,False,False,False,0,False,True,False
4303,L51482,301.7,310.1,2695,12.6,10,False,False,False,False,False,False,0,False,True,False
4304,L51483,301.7,310.2,1435,48.1,12,False,False,False,False,False,False,0,False,True,False
4305,L51484,301.6,310.1,1694,26.3,14,False,False,False,False,False,False,0,False,True,False
4306,L51485,301.6,310.1,1687,26.6,16,False,False,False,False,False,False,0,False,True,False
4307,L51486,301.6,310.0,1869,22.9,18,False,False,False,False,False,False,0,False,True,False
4309,H33722,301.4,309.9,1460,47.2,22,False,False,False,False,False,False,0,True,False,False
4310,M19169,301.3,309.9,1501,39.5,27,False,False,False,False,False,False,0,False,False,True
4311,L51490,301.4,310.0,1776,25.6,30,False,False,False,False,False,False,0,False,True,False
4312,M19171,301.5,310.1,1468,40.8,32,False,False,False,False,False,False,0,False,False,True
4313,L51492,301.5,310.1,1430,46.5,35,False,False,False,False,False,False,0,False,True,False
4314,L51493,301.4,310.1,1502,46.6,37,False,False,False,False,False,False,0,False,True,False
4315,H33728,301.4,310.1,1623,32.3,39,False,False,False,False,False,False,0,True,False,False
4316,M19175,301.4,310.0,1651,29.8,44,False,False,False,False,False,False,0,False,False,True
4317,L51496,301.5,310.1,1639,33.4,47,False,False,False,False,False,False,0,False,True,False
4318,M19177,301.5,310.0,1417,44.6,49,False,False,False,False,False,False,0,False,False,True
4319,L51498,301.5,310.1,1541,42.2,52,False,False,False,False,False,False,0,False,True,False
4320,M19179,301.6,310.2,1411,45.1,54,False,False,False,False,False,False,0,False,False,True
