UDI,Product ID,Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,diff,Type_H,Type_L,Type_M
5246,L52425,1575,38.3,54,False,False,False,False,False,False,0,False,True,False
5247,L52426,1465,41.0,56,False,False,False,False,False,False,0,False,True,False
5248,L52427,1405,38.3,58,False,False,False,False,False,False,0,False,True,False
5249,M20108,1902,21.6,60,False,False,False,False,False,False,0,False,False,True
5250,M20109,1422,39.9,63,False,False,False,False,False,False,0,False,False,True
5251,L52430,1332,52.9,66,False,False,False,False,False,False,0,False,True,False
5252,M20111,1307,54.3,68,False,False,False,False,False,False,0,False,False,True
5253,L52432,1322,59.5,71,False,False,False,False,False,False,0,False,True,False
5254,L52433,1547,40.3,73,False,False,False,False,False,False,0,False,True,False
5255,L52434,1897,23.6,75,False,False,False,False,False,False,0,False,True,False
5256,M20115,1403,51.9,77,False,False,False,False,False,False,0,False,False,True
5257,L52436,1393,51.6,80,False,False,False,False,False,False,0,False,True,False
5258,L52437,1482,38.5,82,False,False,False,False,False,False,0,False,True,False
5259,M20118,1572,44.7,84,False,False,False,False,False,False,0,False,False,True
5260,L52439,1544,36.9,87,False,False,False,False,False,False,0,False,True,False
5261,M20120,1492,46.1,89,False,False,False,False,False,False,0,False,False,True
5262,L52441,1513,35.8,92,False,False,False,False,False,False,0,False,True,False
5263,L52442,1449,43.9,94,False,False,False,False,False,False,0,False,True,False
5264,L52443,1877,22.3,96,False,False,False,False,False,False,0,False,True,False
5265,L52444,1376,53.4,98,False,False,False,False,False,False,0,False,True,False
5266,M20125,1883,23.3,100,False,False,False,False,False,False,0,False,False,True
5267,M20126,1518,38.7,103,False,False,False,False,False,False,0,False,False,True
5268,M20127,1438,42.8,106,False,False,False,False,False,False,0,False,False,True
5269,L52448,1389,54.1,109,False,False,False,False,False,False,0,False,True,False
5270,L52449,1504,44.8,111,False,False,False,False,False,False,0,False,True,False
5271,L52450,1275,64.4,113,False,False,False,False,False,False,0,False,True,False
5272,L52451,1534,39.7,115,False,False,False,False,False,False,0,False,True,False
5273,M20132,1396,38.2,117,False,False,False,False,False,False,0,False,False,True
5274,L52453,1395,44.1,120,False,False,False,False,False,False,0,False,True,False
5275,L52454,1617,30.9,122,False,False,False,False,False,False,0,False,True,False
5276,L52455,1423,41.2,124,False,False,False,False,False,False,0,False,True,False
5277,L52456,1606,34.0,126,False,False,False,False,False,False,0,False,True,False
5278,L52457,1501,44.0,128,False,False,False,False,False,False,0,False,True,False
5279,M20138,1618,30.4,130,False,False,False,False,False,False,0,False,False,True
5280,L52459,1522,35.8,133,False,False,False,False,False,False,0,False,True,False
5281,L52460,1480,41.4,135,False,False,False,False,False,False,0,False,True,False
5282,M20141,1469,39.9,137,False,False,False,False,False,False,0,False,False,True
5283,H34696,1381,52.4,140,False,False,False,False,False,False,0,True,False,False
5284,L52463,1525,41.9,145,False,False,False,False,False,False,0,False,True,False
5285,M20144,1732,29.6,147,False,False,False,False,False,False,0,False,False,True
5286,L52465,1523,39.8,150,False,False,False,False,False,False,0,False,True,False
5287,L52466,1422,42.4,152,False,False,False,False,False,False,0,False,True,False
5288,H34701,1506,46.9,154,False,False,False,False,False,False,0,True,False,False
5289,L52468,1531,39.4,159,False,False,False,False,False,False,0,False,True,False
5290,M20149,1507,34.3,161,False,False,False,False,False,False,0,False,False,True
5291,L52470,1526,40.7,164,False,False,False,False,False,False,0,False,True,False
5292,L52471,1406,52.1,166,False,False,False,False,False,False,0,False,True,False
5293,M20152,1567,35.0,168,False,False,False,False,False,False,0,False,False,True
5294,M20153,1464,49.1,171,False,False,False,False,False,False,0,False,False,True
5295,L52474,1442,48.5,174,False,False,False,False,False,False,0,False,True,False
5296,L52475,1336,47.8,176,False,False,False,False,False,False,0,False,True,False
5297,H34710,1379,50.2,178,False,False,False,False,False,False,0,True,False,False
5298,L52477,1406,48.6,183,False,False,False,False,False,False,0,False,True,False
5299,M20158,2130,18.1,185,False,False,False,False,False,False,0,False,False,True
5300,L52479,1355,49.1,188,False,False,False,False,False,False,0,False,True,False
5301,M20160,1710,26.5,190,False,False,False,False,False,False,0,False,False,True
5302,L52481,1309,55.8,193,False,False,False,False,False,False,0,False,True,False
5303,L52482,1491,37.2,195,False,False,False,False,False,False,0,False,True,False
5304,L52483,1481,44.1,197,False,False,False,False,False,False,0,False,True,False
5305,L52484,1425,49.3,199,False,False,False,False,False,False,0,False,True,False
5306,H34719,1680,29.1,201,False,False,False,False,False,False,0,True,False,False
5307,H34720,1612,31.7,206,False,False,False,False,False,False,0,True,False,False
5308,L52487,1530,34.8,211,False,False,False,False,False,False,0,False,True,False
5309,L52488,1481,42.6,213,False,False,False,False,False,False,0,False,True,False
5311,L52490,1427,43.0,0,False,False,False,False,False,False,0,False,True,False
5312,H34725,1460,49.8,2,False,False,False,False,False,False,0,True,False,False
5313,L52492,1873,23.5,7,False,False,False,False,False,False,0,False,True,False
5314,M20173,1566,32.6,9,False,False,False,False,False,False,0,False,False,True
5315,L52494,1701,30.8,12,False,False,False,False,False,False,0,False,True,False
5316,L52495,1710,27.2,14,False,False,False,False,False,False,0,False,True,False
5317,M20176,1689,33.1,16,False,False,False,False,False,False,0,False,False,True
5318,L52497,1637,32.9,19,False,False,False,False,False,False,0,False,True,False
5319,L52498,1496,39.0,21,False,False,False,False,False,False,0,False,True,False
5320,M20179,1402,47.0,23,False,False,False,False,False,False,0,False,False,True
5321,L52500,1363,45.5,26,False,False,False,False,False,False,0,False,True,False
5322,M20181,1576,49.9,28,False,False,False,False,False,False,0,False,False,True
5323,M20182,1357,55.3,31,False,False,False,False,False,False,0,False,False,True
5324,M20183,1399,48.4,34,False,False,False,False,False,False,0,False,False,True
5325,M20184,1526,30.8,37,False,False,False,False,False,False,0,False,False,True
5326,L52505,1694,27.3,40,False,False,False,False,False,False,0,False,True,False
5327,M20186,1420,49.1,42,False,False,False,False,False,False,0,False,False,True
5328,M20187,2116,16.7,45,False,False,False,False,False,False,0,False,False,True
5329,M20188,1406,41.9,48,False,False,False,False,False,False,0,False,False,True
5330,L52509,1456,45.5,51,False,False,False,False,False,False,0,False,True,False
5331,L52510,1588,31.9,53,False,False,False,False,False,False,0,False,True,False
5332,L52511,1448,44.5,55,False,False,False,False,False,False,0,False,True,False
5333,H34746,1403,46.2,57,False,False,False,False,False,False,0,True,False,False
5334,M20193,1405,51.6,62,False,False,False,False,False,False,0,False,False,True
5336,M20195,1505,38.9,68,False,False,False,False,False,False,0,False,False,True
5337,L52516,1663,33.7,71,False,False,False,False,False,False,0,False,True,False
5338,M20197,1482,44.4,73,False,False,False,False,False,False,0,False,False,True
5339,M20198,1674,32.7,76,False,False,False,False,False,False,0,False,False,True
5340,M20199,1594,32.8,79,False,False,False,False,False,False,0,False,False,True
5341,L52520,1393,49.3,82,False,False,False,False,False,False,0,False,True,False
5342,H34755,1404,55.8,84,False,False,False,False,False,False,0,True,False,False
5343,M20202,1375,45.7,89,False,False,False,False,False,False,0,False,False,True
5344,L52523,1607,38.4,92,False,False,False,False,False,False,0,False,True,False
5345,L52524,1360,50.8,94,False,False,False,False,False,False,0,False,True,False
5346,L52525,1524,39.4,96,False,False,False,False,False,False,0,False,True,False
5347,L52526,1534,35.5,98,False,False,False,False,False,False,0,False,True,False
5348,L52527,1262,63.8,100,False,False,False,False,False,False,0,False,True,False
5349,L52528,1623,34.6,102,False,False,False,False,False,False,0,False,True,False
5350,M20209,1642,33.6,104,False,False,False,False,False,False,0,False,False,True
5351,M20210,1622,35.1,107,False,False,False,False,False,False,0,False,False,True
5352,M20211,1530,34.5,110,False,False,False,False,False,False,0,False,False,True
5353,M20212,1590,36.3,113,False,False,False,False,False,False,0,False,False,True
5354,L52533,1589,34.0,116,False,False,False,False,False,False,0,False,True,False
5355,L52534,1462,37.5,118,False,False,False,False,False,False,0,False,True,False
5356,H34769,1328,49.8,120,False,False,False,False,False,False,0,True,False,False
5357,H34770,1692,29.0,125,False,False,False,False,False,False,0,True,False,False
5358,L52537,1968,20.6,130,False,False,False,False,False,False,0,False,True,False
5359,H34772,1827,24.2,132,False,False,False,False,False,False,0,True,False,False
5360,M20219,1397,47.1,137,False,False,False,False,False,False,0,False,False,True
5361,L52540,1463,44.0,140,False,False,False,False,False,False,0,False,True,False
5362,L52541,1643,30.7,142,False,False,False,False,False,False,0,False,True,False
5363,L52542,1281,57.0,144,False,False,False,False,False,False,0,False,True,False
5364,L52543,1518,39.9,146,False,False,False,False,False,False,0,False,True,False
5365,L52544,1601,35.3,148,False,False,False,False,False,False,0,False,True,False
5366,L52545,1548,36.4,150,False,False,False,False,False,False,0,False,True,False
5367,H34780,1404,40.6,152,False,False,False,False,False,False,0,True,False,False
5368,M20227,1766,26.7,157,False,False,False,False,False,False,0,False,False,True
5369,M20228,1667,30.0,160,False,False,False,False,False,False,0,False,False,True
5370,H34783,1507,37.9,163,False,False,False,False,False,False,0,True,False,False
5371,H34784,1627,37.1,168,False,False,False,False,False,False,0,True,False,False
5372,L52551,1435,47.7,173,False,False,False,False,False,False,0,False,True,False
5373,H34786,1509,46.8,175,False,False,False,False,False,False,0,True,False,False
5374,M20233,1809,25.0,180,False,False,False,False,False,False,0,False,False,True
5375,L52554,1515,40.8,183,False,False,False,False,False,False,0,False,True,False
5376,L52555,1530,34.9,185,False,False,False,False,False,False,0,False,True,False
5377,H34790,1336,57.5,187,False,False,False,False,False,False,0,True,False,False
5378,L52557,2030,19.1,192,False,False,False,False,False,False,0,False,True,False
5379,L52558,1550,36.9,194,False,False,False,False,False,False,0,False,True,False
5380,L52559,1446,41.7,196,False,False,False,False,False,False,0,False,True,False
5381,L52560,1494,37.5,198,False,False,False,False,False,False,0,False,True,False
5382,L52561,1651,27.0,200,False,False,False,False,False,False,0,False,True,False
5383,L52562,1698,33.8,202,False,False,False,False,False,False,0,False,True,False
5384,L52563,1504,40.3,204,False,False,False,False,False,False,0,False,True,False
5385,M20244,1421,46.0,206,False,False,False,False,False,False,0,False,False,True
5386,H34799,1754,26.9,209,False,False,False,False,False,False,0,True,False,False
5387,L52566,1469,42.0,214,False,False,False,False,False,False,0,False,True,False
5388,L52567,1433,50.0,216,False,False,False,False,False,False,0,False,True,False
5389,M20248,1432,49.0,218,False,False,False,False,False,False,0,False,False,True
5390,L52569,1366,49.1,221,False,False,False,False,False,False,0,False,True,False
5391,H34804,1483,47.2,223,False,False,False,False,False,False,0,True,False,False
5392,L52571,1572,34.4,228,False,False,False,False,False,False,0,False,True,False
5393,L52572,1481,40.2,230,False,False,False,False,False,False,0,False,True,False
5394,L52573,1473,42.6,232,False,False,False,False,False,False,0,False,True,False
5396,L52575,1529,36.8,237,False,False,False,False,False,False,0,False,True,False
5397,L52576,1523,39.7,239,False,False,False,False,False,False,0,False,True,False
5398,M20257,1416,42.7,241,False,False,False,False,False,False,0,False,False,True
5399,L52578,1923,23.9,244,False,False,False,False,False,False,0,False,True,False
5403,L52582,1421,48.5,0,False,False,False,False,False,False,0,False,True,False
5404,L52583,1858,25.4,2,False,False,False,False,False,False,0,False,True,False
5405,H34818,1422,46.1,4,False,False,False,False,False,False,0,True,False,False
5406,L52585,1444,48.7,9,False,False,False,False,False,False,0,False,True,False
5407,L52586,1360,47.8,11,False,False,False,False,False,False,0,False,True,False
5408,L52587,1954,24.8,13,False,False,False,False,False,False,0,False,True,False
5409,L52588,1628,33.0,15,False,False,False,False,False,False,0,False,True,False
5410,L52589,1433,44.2,17,False,False,False,False,False,False,0,False,True,False
5411,M20270,1417,51.5,19,False,False,False,False,False,False,0,False,False,True
5412,L52591,1462,39.4,22,False,False,False,False,False,False,0,False,True,False
5413,L52592,1328,59.9,24,False,False,False,False,False,False,0,False,True,False
5414,H34827,1527,36.4,26,False,False,False,False,False,False,0,True,False,False
5415,L52594,1534,34.3,31,False,False,False,False,False,False,0,False,True,False
5416,M20275,1410,50.3,33,False,False,False,False,False,False,0,False,False,True
5417,L52596,1660,30.3,36,False,False,False,False,False,False,0,False,True,False
5418,L52597,1386,45.8,38,False,False,False,False,False,False,0,False,True,False
5419,L52598,1398,41.6,40,False,False,False,False,False,False,0,False,True,False
5420,L52599,1321,53.4,42,False,False,False,False,False,False,0,False,True,False
5421,L52600,1512,34.2,44,False,False,False,False,False,False,0,False,True,False
5422,M20281,1566,36.6,46,False,False,False,False,False,False,0,False,False,True
5423,M20282,1422,44.5,49,False,False,False,False,False,False,0,False,False,True
5424,L52603,1647,31.8,52,False,False,False,False,False,False,0,False,True,False
5425,L52604,1377,45.5,54,False,False,False,False,False,False,0,False,True,False
